cust_id,총구매액,최대구매액,환불금액,주구매상품,주구매지점,내점일수,내점당구매건수,주말방문비율,구매주기,gender
3547,222518660,103500000,139194800.0,0,0,72,4.375,0.3015873015873016,4,0.0032700656
3548,2596000,2596000,0.0,39,2,1,1.0,1.0,0,0.37259576
3549,41990600,8900000,0.0,9,11,57,3.8596491228070176,0.3727272727272728,6,0.2058547
3550,6609440,1827000,0.0,33,8,11,3.4545454545454546,0.13157894736842105,20,0.7358387
3551,2473780,1680000,0.0,0,8,4,3.5,0.0,75,0.5483501
3552,39473670,31275000,715000.0,13,9,5,3.4,0.1176470588235294,16,0.372449
3553,10254770,3600000,0.0,9,1,32,2.9375,0.39361702127659576,10,0.358746
3554,83040000,11988000,0.0,41,19,10,1.2,0.3333333333333333,33,0.5378588
3555,332833110,38172000,4547300.0,0,8,81,2.45679012345679,0.4020100502512563,4,0.2307243
3556,131080,33000,0.0,27,18,5,2.4,0.0,30,0.5394385
3557,24307340,5220000,1125000.0,41,0,10,1.9,0.2631578947368421,27,0.03776389
3558,465650200,131484000,0.0,0,8,24,2.4166666666666665,0.1724137931034483,14,0.04649559
3559,344353830,40500000,490000.0,5,18,39,3.333333333333333,0.4230769230769231,8,0.20595448
3560,828500,440000,0.0,14,15,3,1.0,0.3333333333333333,5,0.29350168
3561,55622910,5160000,0.0,5,8,24,3.625,0.4252873563218391,13,0.17232338
3562,146975380,13708000,6160000.0,5,11,24,10.416666666666666,0.6920000000000001,13,0.059758965
3563,125766800,32445000,8072000.0,13,8,19,2.3157894736842106,0.20454545454545456,17,0.27200997
3564,4794800,3200000,3200000.0,4,19,5,1.0,0.6,38,0.77576303
3565,9636000,9636000,0.0,13,9,1,1.0,0.0,0,0.54490334
3566,532554900,62270000,63303600.0,11,2,60,1.9666666666666663,0.3559322033898305,5,0.0050355834
3567,1128000,765600,0.0,0,18,2,1.5,0.0,102,0.85149294
3568,56017000,24000000,24995400.0,1,8,13,1.3846153846153846,0.16666666666666666,26,0.2776345
3569,15160850,14960000,0.0,20,8,2,2.5,1.0,52,0.7875013
3570,7324000,6946000,9704000.0,22,19,14,2.142857142857143,0.13333333333333333,22,0.021976568
3571,4827240,2500000,2500000.0,4,11,3,4.333333333333333,0.07692307692307693,33,0.4657419
3572,1800000,1800000,0.0,21,19,1,1.0,1.0,0,0.73423994
3573,21288200,7492800,1667500.0,40,8,3,3.6666666666666665,0.18181818181818185,2,0.28041494
3574,13768750,3916500,0.0,9,7,5,5.8,0.0,12,0.2627498
3575,2332800,2332800,0.0,4,18,1,1.0,1.0,0,0.7855171
3576,1714700,936000,0.0,36,18,2,3.0,0.0,95,0.817364
3577,444186940,29040000,0.0,24,15,28,2.7142857142857144,0.32894736842105265,10,0.21342361
3578,164723660,25070000,22733000.0,5,15,22,2.136363636363636,0.4680851063829787,15,0.49466428
3579,346405080,29000000,10520000.0,22,11,51,1.6470588235294117,0.2857142857142857,6,0.03231273
3580,8424000,8424000,0.0,2,9,1,1.0,0.0,0,0.23980853
3581,262750,216000,0.0,0,19,1,2.0,1.0,0,0.7194855
3582,691200,691200,0.0,21,5,1,1.0,1.0,0,0.55510443
3583,20100000,12700000,0.0,40,5,2,1.0,0.0,100,0.60253716
3584,11291500,3768000,0.0,0,11,8,1.25,0.2,38,0.8407969
3585,84166950,15048000,560000.0,41,8,24,1.5833333333333333,0.07894736842105263,14,0.17401333
3586,513195950,115500000,161536200.0,11,9,42,2.1666666666666665,0.04395604395604396,8,0.16273753
3587,224731760,15842400,18886300.0,0,21,77,3.3766233766233764,0.15384615384615385,4,0.072692715
3588,155500720,32110000,2559300.0,9,18,28,4.857142857142857,0.7132352941176471,12,0.3443062
3589,14509000,5984000,0.0,41,15,6,1.0,0.6666666666666666,35,0.32600942
3590,59708930,24080000,0.0,0,8,21,3.1428571428571432,0.3939393939393939,14,0.47717187
3591,274027030,56328000,0.0,0,8,29,3.1379310344827585,0.42857142857142855,9,0.26969013
3592,2580000,2580000,0.0,18,18,1,1.0,0.0,0,0.4464155
3593,37687100,19580000,0.0,36,18,3,4.333333333333333,1.0,4,0.8771986
3594,105494400,27600000,6210000.0,5,8,14,2.5,0.22857142857142854,24,0.18073514
3595,31950000,30672000,0.0,22,8,1,2.0,1.0,0,0.44616988
3596,17405600,5740000,5740000.0,5,22,11,2.363636363636364,0.3076923076923077,27,0.78905255
3597,574280620,98028000,21994300.0,0,17,59,3.4576271186440684,0.5392156862745098,6,0.40774935
3598,28278730,10830000,0.0,5,15,23,3.1304347826086962,0.3472222222222222,15,0.5562711
3599,1000000,570000,0.0,17,18,2,2.0,0.5,51,0.47600102
3600,10234700,1890000,0.0,0,18,17,2.3529411764705883,0.275,20,0.4313166
3601,264018480,38640000,0.0,13,8,27,2.6296296296296298,0.1267605633802817,8,0.14317755
3602,43902510,19200000,0.0,5,11,10,8.3,0.18072289156626506,32,0.5077414
3603,222616800,41496000,2376000.0,41,5,29,2.3103448275862073,0.3880597014925373,12,0.17449121
3604,15525800,4531000,0.0,18,8,5,2.4,0.25,31,0.49166793
3605,2619800,2744000,3544000.0,11,8,6,1.1666666666666667,0.5714285714285714,26,0.5363418
3606,26540000,26540000,0.0,22,19,1,1.0,1.0,0,0.17120492
3607,42947000,30272000,0.0,11,3,3,1.0,0.0,31,0.046616133
3608,110048240,18750000,0.0,5,1,14,4.0,0.375,20,0.28766328
3609,38940840,22050000,10051000.0,5,2,26,3.8846153846153846,0.6435643564356436,13,0.4660161
3610,9933680,8778000,0.0,20,14,1,7.0,0.0,0,0.60607105
3611,2125000,1250000,0.0,26,10,1,2.0,1.0,0,0.30059195
3612,2116800,2116800,0.0,4,11,1,1.0,0.0,0,0.9141843
3613,71290800,9552000,2142900.0,36,15,17,2.9411764705882355,0.06,20,0.2039558
3614,284200,954000,1007000.0,5,12,2,6.0,0.8333333333333334,0,0.72581625
3615,255010940,31004000,6000000.0,5,11,31,4.483870967741935,0.4964028776978418,11,0.1091175
3616,3285000,3125000,0.0,27,18,1,3.0,0.0,0,0.30020177
3617,22000,16500,0.0,0,8,1,2.0,0.0,0,0.954959
3618,4315850,2100000,0.0,29,8,2,3.0,0.0,147,0.23629972
3619,324888920,71530000,4388000.0,5,8,41,2.2195121951219514,0.13186813186813187,8,0.08059876
3620,238304160,226908000,315523800.0,3,8,21,3.2857142857142856,0.5072463768115942,16,0.69300526
3621,10137000,8856000,0.0,22,8,2,1.5,0.6666666666666666,23,0.36648473
3622,41200910,31383500,0.0,5,2,4,2.0,0.25,84,0.85404086
3623,3522340,1200000,0.0,0,6,9,2.1111111111111107,0.4736842105263158,38,0.7456364
3624,50099570,11776000,18387900.0,9,11,44,3.022727272727273,0.4962406015037594,8,0.21037857
3625,1772000,1772000,0.0,13,0,1,1.0,0.0,0,0.16264938
3626,43257000,24840000,0.0,18,22,8,1.375,0.3636363636363637,32,0.5770423
3627,137056780,11430000,31316000.0,0,8,65,3.5384615384615383,0.3521739130434783,5,0.1574438
3628,19383500,16800000,0.0,20,8,3,1.3333333333333333,0.75,2,0.6287241
3629,250000,6456000,6456000.0,11,2,3,1.0,0.0,5,0.057224937
3630,100355230,11040000,1125000.0,0,3,25,2.88,0.3333333333333333,14,0.056963883
3631,10267200,9198000,0.0,4,9,1,2.0,1.0,0,0.7151077
3632,94599390,33408000,0.0,0,8,25,2.44,0.4754098360655738,13,0.69445455
3633,162059990,7750000,0.0,9,11,94,7.361702127659575,0.3106936416184971,3,0.10667454
3634,131281760,59280000,0.0,41,11,14,3.571428571428572,0.24,21,0.4313854
3635,143443450,21200000,0.0,32,0,24,1.75,0.35714285714285715,15,0.38581374
3636,47391900,15101800,0.0,0,0,6,2.833333333333333,0.8235294117647058,46,0.6034565
3637,83633560,14162760,0.0,5,19,13,2.6923076923076925,0.5428571428571428,20,0.75813556
3638,0,108576000,108576000.0,10,8,2,1.0,0.0,24,0.020388635
3639,5296200,5232500,0.0,6,3,2,1.0,0.5,15,0.5568411
3640,2201400,1776000,0.0,34,0,2,5.0,0.4,2,0.82615566
3641,232510670,108456000,6240000.0,0,8,29,2.4827586206896552,0.1388888888888889,11,0.07764137
3642,13195000,12500000,0.0,6,8,2,1.0,0.0,17,0.88137454
3643,220056600,99600000,0.0,5,8,13,2.3076923076923075,0.13333333333333333,25,0.054331124
3644,96430950,11375000,516000.0,5,6,18,3.4444444444444446,0.5967741935483871,15,0.22142196
3645,85099300,13860000,0.0,41,9,19,1.1578947368421053,0.2727272727272727,17,0.346612
3646,43724100,15900000,12768000.0,11,9,9,2.333333333333333,0.09523809523809523,35,0.08849193
3647,2228000,1738000,360000.0,14,7,4,1.0,0.0,7,0.24227296
3648,500000,500000,0.0,21,8,1,1.0,1.0,0,0.7562926
3649,5174000,5174000,0.0,22,11,1,1.0,0.0,0,0.3598943
3650,43772160,7938000,4281200.0,0,0,14,4.285714285714286,0.38333333333333336,12,0.062564135
3651,75379500,34000000,0.0,0,18,6,2.5,0.4666666666666667,42,0.65680826
3652,263033730,55104000,0.0,5,8,19,2.2105263157894743,0.2857142857142857,18,0.2993796
3653,56529610,51920000,0.0,32,5,4,1.75,0.2857142857142857,18,0.34577376
3654,8210000,4000000,0.0,20,19,3,1.6666666666666667,0.0,52,0.7323289
3655,51772880,25454000,0.0,9,19,3,4.666666666666667,0.7857142857142857,106,0.2708266
3656,12100000,3477000,0.0,21,2,8,1.5,0.3333333333333333,37,0.69304544
3657,66000000,66000000,0.0,14,18,1,1.0,0.0,0,0.19451898
3658,286604610,58950000,14450000.0,9,8,49,3.5306122448979598,0.4219653179190752,5,0.04393394
3659,290858450,36124000,0.0,9,9,30,7.4,0.15315315315315314,11,0.03966034
3660,63572490,25960000,3080000.0,20,8,20,2.55,0.2549019607843137,16,0.0646535
3661,15052750,5952000,0.0,20,8,6,3.1666666666666665,0.2631578947368421,45,0.29066503
3662,453321090,84870000,0.0,0,11,46,2.347826086956522,0.3240740740740741,7,0.26449558
3663,1199600,1140800,0.0,33,19,1,3.0,0.0,0,0.70126027
3664,4824200,2539200,0.0,14,19,1,4.0,1.0,0,0.5825572
3665,24000000,24000000,0.0,3,8,1,1.0,0.0,0,0.5296259
3666,5500,5500,0.0,0,11,1,1.0,0.0,0,0.79314405
3667,91898180,59340000,1021000.0,5,8,80,3.7,0.3040540540540541,4,0.4952555
3668,213810700,34854600,26730000.0,11,8,9,2.7777777777777777,0.64,37,0.08062516
3669,3228400,1564000,0.0,18,0,2,2.5,0.8,31,0.115418404
3670,207414240,81000000,15116100.0,3,8,52,2.4423076923076925,0.4881889763779528,6,0.5557277
3671,101200,75900,0.0,0,8,1,2.0,1.0,0,0.8390395
3672,70212600,11270000,2800600.0,41,8,15,2.1333333333333333,0.125,23,0.053063165
3673,16408000,12544000,0.0,17,19,2,1.0,0.5,2,0.4499856
3674,2377500,858000,0.0,14,15,4,1.0,0.5,27,0.7163714
3675,31499190,960000,0.0,9,18,34,12.294117647058822,0.21052631578947367,10,0.94430023
3676,27829600,7875000,0.0,22,0,4,2.25,0.0,45,0.029439298
3677,14830000,9660000,0.0,0,19,3,2.333333333333333,0.8571428571428571,2,0.48969805
3678,123932610,60390000,0.0,22,11,10,2.3,0.08695652173913042,30,0.0514147
3679,11798000,3750000,0.0,22,8,4,1.25,0.2,35,0.16310464
3680,334760740,27500000,0.0,0,8,36,3.083333333333333,0.4144144144144144,9,0.2838758
3681,390000,390000,0.0,36,5,1,1.0,0.0,0,0.71066356
3682,606000,546000,0.0,9,11,2,1.0,0.0,94,0.5006819
3683,184119950,55272000,24380500.0,13,8,54,2.537037037037037,0.1386861313868613,6,0.053190537
3684,27599940,5097600,0.0,0,8,105,2.7523809523809524,0.21453287197231835,3,0.6760238
3685,110816900,34960000,0.0,21,11,6,3.0,0.2777777777777778,54,0.6276335
3686,28462930,4625000,0.0,5,10,40,7.1,0.12323943661971833,9,0.15958102
3687,159555010,69600000,0.0,0,18,11,12.272727272727273,0.3481481481481481,24,0.3545339
3688,108418530,48622000,0.0,5,19,14,3.071428571428572,0.20930232558139536,24,0.061635032
3689,402000,268000,0.0,20,8,1,2.0,0.0,0,0.59431374
3690,67034050,14161000,0.0,33,19,26,2.8846153846153846,0.9066666666666666,12,0.42236534
3691,389541680,50400000,11583000.0,0,8,46,3.217391304347826,0.2702702702702703,7,0.068297915
3692,300913200,36340000,145942600.0,36,9,35,1.6285714285714286,0.631578947368421,9,0.11598099
3693,140775800,72000000,0.0,0,8,23,4.434782608695652,0.5,10,0.27688333
3694,500814400,95319000,21539800.0,5,17,55,2.7090909090909094,0.3355704697986577,6,0.21016915
3695,1078000,1029000,0.0,6,15,1,2.0,0.0,0,0.84167796
3696,12509000,10500000,0.0,13,19,1,3.0,1.0,0,0.4828445
3697,32956800,10320000,4170000.0,0,8,5,4.0,0.0,26,0.2862195
3698,78192340,4625000,1188000.0,5,14,93,5.870967741935483,0.32783882783882784,3,0.10711485
3699,17121000,15480000,0.0,22,2,3,1.6666666666666667,0.4,110,0.41790947
3700,136959970,15141000,0.0,5,9,38,2.736842105263158,0.3173076923076923,9,0.24162045
3701,222334980,113640000,0.0,5,2,34,2.5,0.3176470588235294,10,0.21838395
3702,80529070,26840000,13651400.0,5,3,11,4.0,0.5227272727272727,22,0.034558818
3703,960000,570000,0.0,34,22,1,13.0,1.0,0,0.24901302
3704,9355980,2955500,1475000.0,3,19,7,1.5714285714285714,0.3636363636363637,47,0.6498808
3705,7325330,6892800,0.0,9,3,1,6.0,1.0,0,0.534613
3706,83429720,18691200,0.0,5,8,31,2.838709677419355,0.2727272727272727,11,0.6524437
3707,166388870,22006600,0.0,11,19,16,2.1875,0.0,20,0.2709889
3708,442020300,88410000,0.0,11,18,23,2.1739130434782608,0.24,14,0.047253203
3709,42982080,10260000,12445000.0,0,8,44,2.409090909090909,0.2452830188679245,7,0.0858415
3710,15997900,2400000,3103000.0,5,19,27,2.740740740740741,0.3108108108108108,12,0.055784862
3711,106842390,22410000,0.0,9,19,37,2.621621621621621,0.24742268041237114,8,0.16795261
3712,3354000,3225000,0.0,4,19,1,2.0,0.0,0,0.5818049
3713,192878540,77175000,158044900.0,0,15,76,3.2894736842105265,0.368,4,0.08192834
3714,33050860,13080000,0.0,5,11,7,2.142857142857143,0.13333333333333333,37,0.74852633
3715,434924920,21868000,0.0,9,11,106,5.773584905660377,0.315359477124183,3,0.13635601
3716,8455990,7152000,7450000.0,9,11,7,4.571428571428571,0.1875,48,0.05753687
3717,29320750,10900000,7400000.0,5,2,3,6.666666666666668,0.6,11,0.96263903
3718,356211500,36038250,28991000.0,5,8,37,3.5405405405405403,0.11450381679389313,9,0.033987876
3719,35565020,29184000,0.0,9,11,15,3.466666666666667,0.25,15,0.14999336
3720,17326350,13547000,0.0,28,11,3,1.3333333333333333,0.5,17,0.45404103
3721,326400,326400,0.0,9,8,1,1.0,1.0,0,0.38267145
3722,154556120,13090000,15760000.0,5,18,51,3.0,0.2679738562091503,6,0.18940061
3723,43665960,27170000,0.0,23,7,4,1.5,0.0,10,0.2874059
3724,18450000,18450000,0.0,22,19,1,1.0,0.0,0,0.092845574
3725,21863000,9856000,0.0,5,19,5,3.6,0.0,47,0.17199335
3726,424000,424000,0.0,32,11,1,1.0,0.0,0,0.7825555
3727,8468000,6900000,0.0,21,23,2,1.0,0.0,17,0.31793764
3728,2391540,1325000,0.0,9,11,5,2.4,0.4166666666666667,42,0.52011836
3729,469970,429660,0.0,5,8,1,3.0,0.0,0,0.7299314
3730,10322500,7125000,0.0,41,8,2,2.5,0.0,136,0.051888805
3731,7410000,7410000,0.0,14,19,1,1.0,0.0,0,0.23666108
3732,23625650,5568000,0.0,39,10,4,3.0,0.4166666666666667,59,0.42845324
3733,28000000,17000000,0.0,8,8,2,1.0,0.0,16,0.7195927
3734,166682170,25680000,3270000.0,5,2,46,2.347826086956522,0.19444444444444445,7,0.29918367
3735,317534150,114512000,5119800.0,5,19,18,2.1666666666666665,0.3076923076923077,16,0.24464943
3736,13827380,3900000,1187600.0,9,0,19,1.947368421052632,0.13513513513513514,18,0.12512022
3737,15456200,7692000,0.0,13,9,2,2.5,0.8,2,0.57029
3738,81868840,7125000,0.0,5,18,39,3.9230769230769234,0.3202614379084967,8,0.14072284
3739,470780,128700,0.0,5,11,1,15.0,1.0,0,0.4647487
3740,4915640,4300000,0.0,5,11,3,2.333333333333333,0.0,66,0.31843135
3741,3976000,2860800,0.0,29,7,1,6.0,1.0,0,0.4863889
3742,8614250,6270000,464000.0,14,22,7,1.5714285714285714,0.2727272727272727,31,0.20695113
3743,67000800,10746000,320000.0,22,22,28,2.2857142857142856,0.296875,10,0.052998
3744,148116940,34960000,17652600.0,5,14,34,2.676470588235294,0.6373626373626373,10,0.64753497
3745,51871490,12180000,0.0,22,19,17,2.294117647058824,0.2307692307692308,15,0.16863792
3746,49989400,22200000,0.0,0,8,5,3.0,0.0,34,0.31087497
3747,26973560,3990000,2790000.0,5,11,29,3.103448275862069,0.26666666666666666,12,0.20735899
3748,220894690,34560000,37762000.0,11,8,40,2.35,0.2872340425531915,8,0.15834326
3749,4230000,4060800,0.0,4,9,1,2.0,0.0,0,0.6603173
3750,17671600,7176000,1820000.0,22,15,4,1.25,0.0,42,0.3073789
3751,1700000,1615000,0.0,17,18,1,2.0,0.0,0,0.2747025
3752,112065100,28200000,29820000.0,22,7,23,1.9565217391304348,0.17777777777777778,15,0.07219465
3753,20000,10000,0.0,0,18,2,1.0,1.0,70,0.817884
3754,17105530,7656000,0.0,20,2,7,5.142857142857143,0.2777777777777778,37,0.15034977
3755,262000,154000,0.0,0,19,2,3.0,0.8333333333333334,75,0.9005421
3756,3792000,3792000,0.0,4,6,1,1.0,0.0,0,0.51174486
3757,127600250,30400000,0.0,22,11,9,1.5555555555555556,0.9285714285714286,23,0.6190883
3758,16347210,2865800,0.0,5,19,8,3.625,0.06896551724137931,21,0.47885856
3759,92411130,15918000,0.0,0,8,17,3.2352941176470584,0.41818181818181815,20,0.61673814
3760,618518300,41314000,9380000.0,22,15,60,1.9666666666666663,0.288135593220339,5,0.110518165
3761,3432150,3036000,0.0,9,18,2,3.0,0.0,20,0.32319707
3762,140276400,28000000,11300000.0,5,11,17,4.882352941176472,0.42168674698795183,19,0.1706603
3763,216132200,62280000,1936000.0,9,0,37,6.648648648648647,0.25203252032520324,8,0.018555455
3764,5006320,3718000,0.0,38,9,2,1.0,1.0,0,0.29374605
3765,2861237540,100152000,137212100.0,22,2,141,2.517730496453901,0.30704225352112674,2,0.013920309
3766,547200,276000,0.0,28,19,2,1.0,0.0,92,0.56063867
3767,13813100,4796000,0.0,3,11,4,1.25,0.0,24,0.39251384
3768,277989100,25032000,0.0,21,9,16,2.5,0.125,15,0.2771589
3769,6052330,1975000,2721500.0,5,8,22,2.4545454545454546,0.3148148148148148,14,0.2379194
3770,1425000,1425000,0.0,21,15,1,1.0,1.0,0,0.607248
3771,502941960,32760000,0.0,5,8,46,3.695652173913044,0.2352941176470588,7,0.07467888
3772,1986000,760000,0.0,16,8,4,1.0,0.25,52,0.83382964
3773,12763110,1560000,0.0,9,8,8,5.25,0.2857142857142857,33,0.53523606
3774,28601310,13986000,2380000.0,9,2,16,5.875,0.24468085106382975,21,0.44168496
3775,250000,250000,0.0,18,11,1,1.0,0.0,0,0.5536153
3776,19074800,11400000,0.0,4,8,1,3.0,1.0,0,0.90477246
3777,35758350,5250000,0.0,33,19,16,4.25,0.3970588235294117,22,0.4204075
3778,13198890,4500000,0.0,41,0,9,2.2222222222222223,0.1,26,0.18250932
3779,105619440,17388000,0.0,41,2,11,2.0,0.4545454545454545,26,0.09842582
3780,4600000,4600000,0.0,41,9,1,1.0,0.0,0,0.26883513
3781,37081000,23140000,0.0,0,2,3,3.6666666666666665,0.0,60,0.8194778
3782,2737200,1320000,0.0,9,8,6,3.6666666666666665,0.3181818181818182,47,0.18190315
3783,46150000,15000000,0.0,22,0,7,1.8571428571428568,0.15384615384615385,38,0.028999308
3784,2623600,2600000,0.0,41,9,2,1.0,0.0,110,0.34321737
3785,50000,50000,0.0,0,8,1,1.0,0.0,0,0.6747635
3786,36051830,6810000,0.0,5,8,16,2.9375,0.3829787234042553,20,0.17726329
3787,34521600,20850000,0.0,21,9,2,2.5,0.8,93,0.5850402
3788,6475000,6475000,0.0,41,9,1,1.0,0.0,0,0.37992132
3789,208568700,30765000,47769400.0,24,2,24,3.375,0.4814814814814815,13,0.10853389
3790,416406190,44376000,35677700.0,13,0,86,1.9651162790697676,0.3372781065088757,4,0.039906453
3791,274631000,127788000,3400000.0,11,8,6,1.1666666666666667,0.14285714285714285,13,0.1066965
3792,403930,232800,0.0,5,1,1,5.0,0.0,0,0.83658004
3793,3754000,3740000,0.0,0,18,2,1.5,0.3333333333333333,22,0.43511924
3794,51456200,7980000,0.0,5,14,21,2.6666666666666665,0.21428571428571427,15,0.19877788
3795,208250,117500,0.0,9,11,1,5.0,0.0,0,0.327347
3796,222143100,82530000,98685100.0,41,8,44,2.522727272727273,0.25225225225225223,7,0.004937847
3797,11893300,5275000,0.0,0,19,11,2.363636363636364,0.6923076923076923,27,0.5979476
3798,2718900,1537500,0.0,28,11,1,10.0,0.0,0,0.22671477
3799,138737840,48026000,0.0,41,3,7,1.5714285714285714,0.5454545454545454,14,0.76978415
3800,164826260,21281000,34459000.0,22,0,91,2.32967032967033,0.2028301886792453,3,0.02226555
3801,386152850,35280000,132008800.0,13,5,62,1.6935483870967742,0.2761904761904762,5,0.018401276
3802,16156770,8592000,8592000.0,11,11,9,2.4444444444444446,0.09090909090909093,34,0.057193317
3803,156506280,14736000,18353600.0,5,8,62,3.306451612903226,0.40487804878048783,5,0.26221755
3804,249904330,27000000,772800.0,0,18,29,3.1379310344827585,0.4175824175824176,12,0.5519681
3805,3740290,1209600,0.0,0,5,8,3.625,0.5172413793103449,34,0.31787735
3806,3906400,1782500,0.0,21,19,3,1.6666666666666667,0.0,25,0.54373354
3807,354458200,75460000,0.0,9,7,75,4.293333333333333,0.08695652173913042,4,0.01851627
3808,1656520,432000,0.0,0,11,3,8.333333333333334,0.64,24,0.6665282
3809,258143940,138960000,0.0,5,11,22,9.590909090909092,0.018957345971563986,14,0.017109454
3810,152176320,25280000,1000000.0,22,22,21,1.5238095238095235,0.34375,16,0.07618857
3811,515000,187200,0.0,5,18,2,3.0,0.6666666666666666,0,0.5804562
3812,13723200,3710000,0.0,32,18,6,1.5,0.8888888888888888,25,0.5372704
3813,585000,345000,0.0,36,1,1,2.0,0.0,0,0.786028
3814,244864050,53820000,15979000.0,5,22,34,2.5294117647058822,0.5116279069767442,9,0.5894897
3815,108000,36000,0.0,0,9,1,6.0,0.0,0,0.85909015
3816,166059800,24736800,3960000.0,3,2,14,3.1428571428571432,0.7727272727272727,19,0.35272115
3817,246067500,30548000,14360000.0,41,8,21,2.095238095238096,0.2727272727272727,16,0.044570245
3818,3960000,3960000,0.0,11,18,1,1.0,0.0,0,0.33655348
3819,21988920,3996000,7272000.0,5,8,13,2.6923076923076925,0.4571428571428571,13,0.14989267
3820,19627170,16992000,0.0,0,8,24,3.208333333333333,0.2207792207792208,15,0.7762838
3821,140500,60000,0.0,0,19,1,11.0,1.0,0,0.093685836
3822,47091650,7152000,3885000.0,22,8,20,2.1,0.4047619047619048,13,0.22920458
3823,185407330,22125000,1273000.0,5,2,53,2.339622641509434,0.28225806451612906,6,0.34686437
3824,125186240,72600000,0.0,11,15,11,1.818181818181818,0.2,29,0.055525642
3825,139100,43440,0.0,5,2,1,9.0,0.0,0,0.26869598
3826,49520350,24936000,0.0,11,15,8,2.0,0.375,41,0.44806248
3827,48354970,21267000,21267000.0,5,11,11,9.272727272727273,0.7843137254901961,30,0.06888158
